jlpt,kanji,kana,english
n2,,マラソン,marathon
n2,円い,まるい,round;circular;spherical
n2,稀,まれ,rare;seldom
n2,回り道,まわりみち,detour
n2,満員,まんいん,full house;no vacancy;sold out
n2,,マンション,large apartment;apartment house
n2,満点,まんてん,perfect score
n2,見送る,みおくる,(1) to see off;to farewell;(2) to escort;(3) to let pass
n2,見下ろす,みおろす,to overlook;to command a view of;to look down on something
n2,見掛け,みかけ,outward appearance
n2,三日月,みかづき,new moon;crescent moon
n2,岬,みさき,cape (on coast)
n2,,みじめ,(arch) sad;pitiful;wretched
n2,,ミシン,sewing machine
n2,店屋,みせや,store;shop
n2,見出し,みだし,heading;caption;subtitle;index
n2,道順,みちじゅん,itinerary;route
n2,見付かる,みつかる,to be found;to be discovered
n2,見付ける,みつける,to be familiar;to discover;to detect
n2,,みっともない,shameful;indecent
n2,見直す,みなおす,to look again;to get a better opinion of
n2,見慣れる,みなれる,to become used to seeing;to be familiar with
n2,醜い,みにくい,ugly
n2,実る,みのる,to bear fruit;to ripen
n2,身分,みぶん,social position;social status
n2,見本,みほん,sample
n2,見舞う,みまう,to ask after (health);to visit
n2,未満,みまん,less than;insufficient
n2,名字,みょうじ,surname;family name
n2,ミリ,（メートル）,milli-;10^-3
n2,診る,みる,to examine (medical)
n2,民間,みんかん,private;civilian;civil;popular;folk;unofficial
n2,民謡,みんよう,folk song;popular song
n2,向う,むかう,(v5u) to face;to go towards
n2,剥く,むく,to peel;to skin;to pare;to hull
n2,無限,むげん,infinite
n2,無地,むじ,plain;unfigured
n2,蒸し暑い,むしあつい,humid;sultry
n2,矛盾,むじゅん,contradiction;inconsistency
n2,蒸す,むす,to steam;to poultice;to be sultry
n2,無数,むすう,countless number;infinite number
n2,紫,むらさき,purple colour;violet
n2,群れ,むれ,group;crowd;flock;herd
n2,姪,めい,niece
n2,名作,めいさく,masterpiece
n2,名刺,めいし,business card
n2,名詞,めいし,noun
n2,名所,めいしょ,famous place
n2,命ずる,めいずる,to command;to appoint
n2,迷信,めいしん,superstition
n2,名物,めいぶつ,famous product;special product;speciality
n2,銘々,めいめい,each;individual
n2,目上,めうえ,superior(s);senior
n2,,メーター,meter (clock)
n2,恵まれる,めぐまれる,to be blessed with;to be rich in
n2,巡る,めぐる,to go around
n2,目指す,めざす,to aim at;to have an eye on
n2,目覚し,めざまし,(abbr) alarm-clock
n2,目下,めした,at present;now
n2,目印,めじるし,mark;sign;landmark
n2,目立つ,めだつ,to be conspicuous;to stand out
n2,,めちゃくちゃ,absurd;unreasonable;excessive;messed up;spoiled;wreaked
n2,,めっきり,remarkably
n2,,めでたい,happy;simple soul;propitious;joyous
n2,,メニュー,menu
n2,,めまい,dizziness;giddiness
n2,目安,めやす,criterion;aim
n2,免税,めんぜい,tax exemption;duty exemption
n2,面積,めんせき,area
n2,面接,めんせつ,interview
n2,面倒臭い,めんどうくさい,bother to do;tiresome
n2,儲かる,もうかる,to be profitable;to yield a profit
n2,儲ける,もうける,to get;to earn;to gain;to have (bear;beget) a child
n2,申し訳ない,もうしわけない,inexcusable
n2,,モーター,motor
n2,木材,もくざい,lumber;timber;wood
n2,目次,もくじ,table of contents
n2,潜る,もぐる,(1) to drive;to pass through;(2) to evade;to hide;(3) to dive (into or under water);to go undergroun
n2,,もしかしたら,perhaps;maybe;by some chance
n2,,もしかすると,perhaps;maybe;by some chance
n2,,もたれる,to lean against;to lean on;to recline on;to lie heavy (on the stomach)
n2,,モダン,modern
n2,餅,もち,sticky rice cake
n2,,もったいない,too good;more than one deserves;wasteful;sacrilegious;unworthy of
n2,,モデル,model
n2,元々,もともと,originally;by nature;from the start
n2,物置,ものおき,storage room
n2,物語る,ものがたる,to tell;to indicate
n2,物差し,ものさし,ruler;measure
n2,物凄い,ものすごい,earth-shattering;staggering;to a very great extent
n2,,モノレール,monorail
n2,紅葉,もみじ,(1) (Japanese) maple
n2,揉む,もむ,to rub;to crumple (up);to wrinkle
n2,燃やす,もやす,to burn
n2,催し,もよおし,event;festivities;function
n2,盛る,もる,(1) to serve (food;etc.);(2) to fill up;(3) to prescribe
n2,問答,もんどう,questions and answers;dialogue
n2,,やかましい,(1) noisy;(2) strict;fussy
n2,夜間,やかん,at night;nighttime
n2,薬缶,やかん,kettle
n2,役者,やくしゃ,actor;actress
n2,役所,やくしょ,government office;public office
n2,訳す,やくす,to translate
n2,役人,やくにん,government official
n2,薬品,やくひん,medicine(s);chemical(s)
n2,役目,やくめ,duty;business
n2,火傷,やけど,burn;scald
n2,夜行,やこう,walking around at night;night train;night travel
n2,矢印,やじるし,directing arrow
n2,,やたらに,randomly;recklessly;blindly
n2,薬局,やっきょく,pharmacy;drugstore
n2,,やっつける,to attack (an enemy);to beat;to do away with;to finish off
n2,家主,やぬし,landlord
n2,,やっぱり,also;as I thought;still;in spite of;absolutely;of course
n2,破く,やぶく,
n2,破れる,やぶれる,to get torn;to wear out
n2,,やむをえない,cannot be helped;unavoidable
n2,軟らかい,やわらかい,soft;tender;limp
n2,遊園地,ゆうえんち,amusement park
n2,夕刊,ゆうかん,evening paper
n2,友好,ゆうこう,friendship
n2,郵送,ゆうそう,mailing
n2,夕立,ゆうだち,(sudden) evening shower (rain)
n2,夕日,ゆうひ,(in) the evening sun;setting sun
n2,悠々,ゆうゆう,quiet;calm;leisurely
n2,有料,ゆうりょう,admission-paid;toll
n2,浴衣,ゆかた,bathrobe;informal summer kimono;yukata
n2,湯気,ゆげ,steam;vapour
n2,輸血,ゆけつ,blood transfusion
n2,輸送,ゆそう,transport;transportation
n2,油断,ゆだん,negligence;unpreparedness
n2,,ゆでる,to boil
n2,湯飲み,ゆのみ,teacup
n2,緩い,ゆるい,loose;lenient;slow
n2,溶岩,ようがん,lava
n2,容器,ようき,container;vessel
n2,用語,ようご,term;terminology
n2,要旨,ようし,gist;essentials;summary;fundamentals
n2,幼児,ようじ,infant;baby;child
n2,容積,ようせき,capacity;volume
n2,幼稚,ようち,infancy;childish;infantile
n2,幼稚園,ようちえん,kindergarten
n2,用途,ようと,use;usefulness
n2,洋品店,ようひんてん,shop which handles Western-style apparel and accessories
n2,養分,ようぶん,nourishment;nutrient
n2,羊毛,ようもう,wool
n2,漸く,ようやく,gradually;finally;hardly
n2,要領,ようりょう,point;gist;essentials;outline
n2,欲張り,よくばり,avarice;covetousness;greed
n2,余計,よけい,too much;unnecessary;abundance;surplus;excess;superfluity
n2,,よこす,(1) to send;to forward;(2) to hand over (e.g. money)
n2,汚す,よごす,(1) to disgrace;to dishonour;(2) to pollute;to contaminate;to soil;to make dirty;to stain
n2,寄せる,よせる,to collect;to gather;to add;to put aside
n2,余所,よそ,another place;somewhere else;strange parts
n2,四つ角,よつかど,four corners;crossroads
n2,酔っ払い,よっぱらい,drunkard
n2,予備,よび,preparation;preliminaries;reserve;spare
n2,呼び掛ける,よびかける,to call out to;to accost;to address (crowd);to appeal
n2,呼び出す,よびだす,to summon;to call (e.g. phone)
n2,蘇る,よみがえる,to be resurrected;to be revived;to be resuscitated;to be rehabilitated
n2,因る,よる,to come from
n2,慶び,よろこび,(n) (a) joy;(a) delight;rapture;pleasure;gratification;rejoicing;congratulations;felicitations
n2,慶ぶ,よろこぶ,
n2,来日,らいにち,arrival in Japan;coming to Japan;visit to Japan
n2,落第,らくだい,failure;dropping out of a class
n2,,ラッシュアワー,rush hour
n2,欄,らん,column of text (e.g. as in a newspaper)
n2,,ランチ,launch;lunch
n2,,ランニング,(1) running;(2) tank top
n2,乱暴,らんぼう,rude;violent;rough;lawless;unreasonable;reckless
n2,理科,りか,science
n2,利害,りがい,advantages and disadvantages;interest
n2,,リズム,rhythm
n2,,リットル,litre
n2,,リボン,ribbon
n2,略す,りゃくす,to abbreviate
n2,流域,りゅういき,(river) basin
n2,寮,りょう,hostel;dormitory
n2,両側,りょうがわ,both sides
n2,漁師,りょうし,fisherman
n2,領事,りょうじ,consul
n2,領収,りょうしゅう,receipt;voucher
n2,臨時,りんじ,temporary;special;extraordinary
n2,留守番,るすばん,care-taking;caretaker;house-watching
n2,例外,れいがい,exception
n2,零点,れいてん,zero;no marks
n2,冷凍,れいとう,freezing;cold storage;refrigeration
n2,,レインコート,raincoat
n2,,レクリェーション,recreation
n2,,レジャー,leisure
n2,列島,れっとう,chain of islands
n2,,レベル,level
n2,,リポート,report;paper
n2,煉瓦,れんが,brick
n2,連合,れんごう,union;alliance
n2,,レンズ,lens
n2,蝋燭,ろうそく,candle
n2,,ローマじ,romanization;Roman letters
n2,録音,ろくおん,(audio) recording
n2,,ロッカー,locker
n2,,ロビー,lobby
n2,論ずる,ろんずる,to argue;to discuss;to debate
n2,和英,わえい,Japanese-English
n2,分る,わかる,to be understood
n2,分かれる,わかれる,to branch off;to diverge from;to fork;to split;to dispense;to scatter;to divide into
n2,若々しい,わかわかしい,youthful;young
n2,湧く,わく,to boil;to grow hot;to get excited;to gush forth
n2,詫びる,わびる,to apologize
n2,和服,わふく,Japanese clothes
n2,,わりあいに,comparatively
n2,割算,わりざん,division (math)
n2,割と,わりと,relatively;comparitively
n2,割引,わりびき,discount;reduction;rebate
n2,椀,わん,Japanese soup bowl;wooden bowl
n2,碗,わん,bowl
n2,,ワンピース,one-piece dress
n1,嗚呼,ああ,Ah!;Oh!;Alas!
n1,相,あい,together;mutually;fellow
n1,相変わらず,あいかわらず,as ever;as usual;the same
n1,愛想,あいそ,civility;courtesy;compliments;sociability;graces
n1,相対,あいたい,confrontation;facing;between ourselves;no third party;tete-a-tete
n1,間柄,あいだがら,relation(ship)
n1,愛憎,あいにく,likes and dislikes
n1,合間,あいま,interval
n1,曖昧,あいまい,vague;ambiguous
n1,敢えて,あえて,dare (to do);challenge (to do)
n1,仰ぐ,あおぐ,to look up (to);to respect;to depend on;to ask for;to seek;to revere;to drink;to take
n1,垢,あか,dirt;filth
n1,亜科,あか,suborder;subfamily
n1,銅,あかがね,copper
n1,証,あかし,proof;evidence
n1,赤字,あかじ,deficit;go in the red
n1,明かす,あかす,to pass;spend;to reveal;to divulge
n1,赤ちゃん,あかちゃん,baby;infant
n1,明白,あからさま,obvious;overt;plainly;frankly
n1,赤らむ,あからむ,to become red;to redden;to blush
n1,明るい,あかるい,bright;cheerful
n1,上がり,あがり,1. slope;advance income;crop yield;ascent;rise;advance;death;spinning;completion;stop;finish;after
n1,上がる,あがる,to enter;to go up;to rise;to climb up;to advance;to appreciate;to be promoted;to improve;to call on;
n1,商人,あきうど,trader;shopkeeper;merchant
n1,空間,あきま,vacancy;room for rent or lease
n1,諦め,あきらめ,resignation;acceptance;consolation
n1,呆れる,あきれる,to be amazed;to be shocked
n1,悪,あく,evil;wickedness
n1,灰,あく,puckery juice
n1,,あくどい,1. gaudy;showy;excessive;2. vicious
n1,悪日,あくび,unlucky day
n1,明くる,あくる,next;following
n1,憧れ,あこがれ,yearning;longing;aspiration
n1,顎,あご,chin
n1,麻,あさ,flax;linen;hemp
n1,明後日,あさって,day after tomorrow
n1,朝寝坊,あさねぼう,oversleeping;late riser
n1,浅ましい,あさましい,wretched;miserable;shameful;mean;despicable;abject
n1,字,あざ,section of village
n1,欺く,あざむく,to deceive
n1,鮮やか,あざやか,vivid;clear;brilliant
n1,あざ笑う,あざわらう,to sneer at;to ridicule
n1,味わい,あじわい,flavour;meaning;significance
n1,東,あずま,east;Eastern Japan
n1,焦る,あせる,to be in a hurry;to be impatient
n1,彼処,あそこ,1. (uk) there;over there;that place;2. (X) (col) genitals
n1,値,あたい,value;price;cost;worth;merit
n1,値する,あたいする,to be worth;to deserve;to merit
n1,私,あたし,I (fem)
n1,当たり,あたり,hit;success;reaching the mark;per ...;vicinity;neighborhood
n1,当たり前,あたりまえ,usual;common;ordinary;natural;reasonable;obvious
n1,他人,あだびと,another person;unrelated person;outsider;stranger
n1,彼方此方,あちこち,here and there
n1,彼方,あちら,1. there;yonder;that
n1,彼方此方,あちらこちら,here and there
n1,悪化,あっか,deterioration;growing worse;aggravation;degeneration;corruption
n1,呆気ない,あっけない,not enough;too quick (short long etc.)
n1,悪口,あっこう,abuse;insult;slander;evil speaking
n1,,あっさり,easily;readily;quickly
n1,圧迫,あっぱく,pressure;coercion;oppression
n1,扱い,あつかい,treatment;service
n1,集まる,あつまる,to gather;to collect;to assemble
n1,誂える,あつらえる,to give an order;to place an order
n1,圧力,あつりょく,stress;pressure
n1,当て,あて,object;aim;end;hopes;expectations
n1,宛,あて,addressed to
n1,当て字,あてじ,phonetic-equivalent character;substitute character
n1,当てはまる,あてはまる,to apply (a rule)
n1,当てはめる,あてはめる,to apply;to adapt
n1,宛てる,あてる,to address
n1,跡継ぎ,あとつぎ,heir;successor
n1,後回し,あとまわし,putting off;postponing
n1,貴女,あなた,you;lady
n1,彼の,あの,that over there
n1,溢れる,あふれる,to flood;to overflow;to brim over
n1,油絵,あぶらえ,oil painting
n1,炙る,あぶる,to scorch
n1,,あべこべ,contrary;opposite;inverse
n1,甘える,あまえる,to behave like a spoiled child;to fawn on
n1,甘口,あまくち,sweet flavour;mildness;flattery;stupidity
n1,雨具,あまぐ,rain gear
n1,天,あまつ,heavenly;imperial
n1,網,あみ,net;network
n1,天地,あめつち,heaven and earth;the universe;nature;top and bottom;realm;sphere;world
n1,操る,あやつる,to manipulate;to operate;to pull strings
n1,,あやふや,uncertain;vague;ambiguous
n1,危ぶむ,あやぶむ,to fear;to have misgivings;to be doubtful;to mistrust
n1,過ち,あやまち,fault;error;indiscretion
n1,誤る,あやまる,to make a mistake
n1,歩み,あゆみ,walking
n1,歩む,あゆむ,to walk;to go on foot
n1,,あら,oh;ah;saw-edged perch (Niphon spinosus)
n1,予め,あらかじめ,beforehand;in advance;previously
n1,荒らす,あらす,to lay waste;to devastate;to damage;to invade;to break into
n1,粗筋,あらすじ,outline;summary
n1,争い,あらそい,dispute;strife;quarrel;dissension;conflict;rivalry;contest
n1,改まる,あらたまる,to be renewed
n1,荒っぽい,あらっぽい,rough;rude
n1,凡ゆる,あらゆる,all;every
n1,,あられ,kind of cookie;cartoon character
n1,現われ,あらわれ,embodiment;materialization
n1,現われる,あらわれる,to appear;to come in sight;to become visible;to come out;to embody;to materialize;to express oneself
n1,有難う,ありがとう,Thank you
n1,有様,ありさま,state;condition;circumstances;the way things are or should be;truth
n1,有りのまま,ありのまま,the truth;fact;as it is;frankly
n1,或る,ある,a certain...;some...
n1,或いは,あるいは,or;possibly
n1,彼此,あれこれ,one thing or another;this and that;this or that
n1,合わす,あわす,to join together;to face;to unite;to be opposite;to combine;to connect;to add up;to mix;to match;to
n1,合わせ,あわせ,joint together;opposite;facing
n1,慌ただしい,あわただしい,busy;hurried;confused;flurried
n1,慌てる,あわてる,to become confused (disconcerted disorganized)
n1,暗殺,あんさつ,assassination
n1,暗算,あんざん,mental arithmetic
n1,暗示,あんじ,hint;suggestion
n1,案じる,あんじる,to be anxious;to ponder
n1,安静,あんせい,rest
n1,案の定,あんのじょう,sure enough;as usual
n1,余り,あんまり,not very (this form only used as adverb);not much;remainder;rest;remnant;surplus;balance;excess;rema
n1,依,い,depending on
n1,良い,いい,good
n1,伊井,いい,that one;Italy
n1,否,いいえ,no;nay;yes;well
n1,いい加減,いいかげん,moderate;right;random;not thorough;vague;irresponsible;halfhearted
n1,言い訳,いいわけ,excuse;explanation
n1,家出,いえで,running away from home;leaving home
n1,家主,いえぬし,landlord
n1,如何,いかが,how;in what way
n1,生かす,いかす,to revive;to resuscitate;to make use of
n1,雷,いかずち,thunder
n1,如何に,いかに,how?;in what way?;how much?;however;whatever
n1,如何にも,いかにも,indeed;really;phrase meaning agreement
n1,怒り,いかり,anger;hatred
n1,怒る,いかる,to get angry;to be angry
n1,歪む,いがむ,to warp;to swerve;to deflect;to be crooked;to be distorted;to be bent;to incline;to slant;to be perv
n1,粋,いき,chic;style;purity;essence
n1,域外,いきがい,outside the area
n1,意気込む,いきごむ,to be enthusiastic about
n1,経緯,いきさつ,1. details;whole story;sequence of events;particulars;how it started;how things got this way;2. c
n1,行き違い,いきちがい,misunderstanding;estrangement;disagreement;crossing without meeting;going astray
n1,行き成り,いきなり,suddenly
n1,異議,いぎ,objection;dissent;protest
n1,,いく,to come;to orgasm
n1,軍,いくさ,war;battle;campaign;fight
n1,戦,いくさ,war;battle;campaign;fight
n1,育成,いくせい,rearing;training;nurture;cultivation;promotion
n1,幾多,いくた,many;numerous
n1,活ける,いける,to arrange (flowers)
n1,異見,いけん,different opinion;objection
n1,意向,いこう,intention;idea;inclination
n1,移行,いこう,switching over to
n1,,いざ,now;come (now);well;crucial moment
n1,碑,いしぶみ,stone monument bearing an inscription
n1,衣装,いしょう,clothing;costume;outfit;garment;dress
n1,意地,いじ,disposition;spirit;willpower;obstinacy;backbone;appetite
n1,苛める,いじめる,to tease;to torment;to persecute;to chastise
n1,移住,いじゅう,migration;immigration
n1,弄る,いじる,to touch;to tamper with
n1,何れ,いずれ,where;which;who;anyway;anyhow;at any rate
n1,異性,いせい,the opposite sex
n1,遺跡,いせき,historic ruins (remains relics)
n1,依然,いぜん,still;as yet
n1,依存,いそん,dependence;dependent;reliance
n1,委託,いたく,consign (goods (for sale) to a firm);entrust (person with something);commit
n1,悪戯,いたずら,tease;prank;trick;practical joke;mischief
n1,頂,いただき,(top of) head;summit;spire
n1,戴きます,いただきます,expression of gratitude before meals
n1,至って,いたって,very much;exceedingly;extremely
n1,痛む,いたむ,to hurt;to feel a pain;to be injured
n1,痛める,いためる,to hurt;to injure;to cause pain;to worry;to bother;to afflict;to be grieved over
n1,炒める,いためる,to stir-fry
n1,労る,いたわる,to pity;to sympathize with;to console;to care for;to be kind to
n1,市,いち,market;fair
n1,位地,いち,place;situation;position;location
n1,一々,いちいち,one by one;separately
n1,一概に,いちがいに,unconditionally;as a rule
n1,一見,いちげん,unfamiliar;never before met
n1,一言,いちげん,single word
n1,一日,いちじつ,1. one day;2. first of month
n1,一定,いちじょう,fixed;settled;definite;uniform;regularized;defined;standardized;certain;prescribed
n1,著しい,いちじるしい,remarkable;considerable
n1,一同,いちどう,all present;all concerned;all of us
n1,一人,いちにん,one person
n1,一部,いちぶ,1. one copy e.g. of a document;2. a part;partly;some
n1,一部分,いちぶぶん,a part
n1,一別,いちべつ,parting
n1,一面,いちめん,one side;one phase;front page;the other hand;the whole surface
n1,一目,いちもく,a glance;a look;a glimpse
n1,一様,いちよう,uniformity;evenness;similarity;equality;impartiality
n1,一律,いちりつ,evenness;uniformity;monotony;equality
n1,一連,いちれん,a series;a chain;a ream (of paper)
n1,一括,いっかつ,all together;batch;one lump;one bundle;summing up
n1,一気,いっき,drink!(said repeatedly as a party cheer)
n1,一挙に,いっきょに,at a stroke;with a single swoop
n1,一切,いっさい,all;everything;without exception;the whole;entirely;absolutely
n1,一心,いっしん,one mind;wholeheartedness;the whole heart
n1,,いっそ,rather;sooner;might as well
n1,一帯,いったい,a region;a zone;the whole place
n1,一敗,いっぱい,one defeat
n1,一変,いっぺん,complete change;about-face
n1,何時,いつ,when;how soon
n1,何時か,いつか,sometime;someday;one day;some time or other;the other day;in due course;in time
n1,何時でも,いつでも,(at) any time;always;at all times;never (neg);whenever
n1,何時の間にか,いつのまにか,before one knows;unnoticed;unawares
n1,何時までも,いつまでも,forever;for good;eternally;as long as one likes;indefinitely
n1,何時も,いつも,always;usually;every time;never (with neg. verb)
n1,意図,いと,intention;aim;design
n1,営む,いとなむ,to carry on (e.g. in ceremony);to run a business
n1,暇,いとま,free time;leisure;leave;spare time;farewell
n1,異動,いどう,a change
n1,挑む,いどむ,to challenge;to contend for;to make love to
n1,稲光,いなびかり,(flash of) lightning
n1,古,いにしえ,antiquity;ancient times
n1,祈り,いのり,prayer;supplication
n1,鼾,いびき,snoring
n1,今更,いまさら,now;at this late hour
n1,未だ,いまだ,as yet;hitherto;not yet (neg)
n1,移民,いみん,emigration;immigration;emigrant;immigrant
n1,厭々,いやいや,unwillingly;grudgingly;shaking head in refusal (to children)
n1,卑しい,いやしい,greedy;vulgar;shabby;humble;base;mean;vile
n1,,いやに,awfully;terribly
n1,厭やらしい,いやらしい,detestable;disagreeable
n1,愈々,いよいよ,more and more;all the more;increasingly;at last;beyond doubt
n1,意欲,いよく,will;desire;ambition
n1,苛々,いらいら,getting nervous;irritation
n1,入口,いりくち,entrance;gate;approach;mouth
n1,衣料,いりょう,clothing
n1,威力,いりょく,power;might;authority;influence
n1,入る,いる,to get in;to go in;to come in;to flow into;to set;to set in
n1,衣類,いるい,clothes;clothing;garments
n1,色々,いろいろ,various
n1,異論,いろん,different opinion;objection
n1,所謂,いわゆる,the so-called;so to speak
n1,印,いん,seal;stamp;mark;print
n1,員,いん,member
n1,印鑑,いんかん,stamp;seal
n1,陰気,いんき,gloom;melancholy
n1,隠居,いんきょ,retirement;retired person
n1,上下,うえした,high and low;up and down;unloading and loading;praising and blaming
n1,浮かぶ,うかぶ,to float;to rise to surface;to come to mind
n1,受かる,うかる,to pass (examination)
n1,含嗽,うがい,gargle;rinse mouth
n1,受け入れ,うけいれ,receiving;acceptance
n1,受け入れる,うけいれる,to accept;to receive
n1,受け継ぐ,うけつぐ,to inherit;to succeed;to take over
n1,受け付ける,うけつける,to be accepted;to receive (an application)
n1,受け止める,うけとめる,to catch;to stop the blow;to react to;to take
n1,受け取り,うけとり,receipt
n1,受身,うけみ,passive;passive voice
n1,動き,うごき,movement;activity;trend;development;change
n1,潮,うしお,tide
n1,氏,うじ,family name
n1,渦,うず,swirl
n1,埋まる,うずまる,to be buried;to be surrounded;to overflow;to be filled
n1,嘘つき,うそつき,liar (sometimes said with not much seriousness);fibber
n1,打ち合わせ,うちあわせ,business meeting;previous arrangement;appointment
n1,打ち合わせる,うちあわせる,to knock together;to arrange
n1,打ち切る,うちきる,to stop;to abort;to discontinue;to close
n1,打ち消し,うちけし,negation;denial;negative
n1,打ち込む,うちこむ,to drive in (e.g. nail stake);to devote oneself to;to shoot into;to smash;to throw into;to cast int
n1,団扇,うちわ,fan
n1,内訳,うちわけ,the items;breakdown;classification
n1,訴え,うったえ,lawsuit;complaint
n1,鬱陶しい,うっとうしい,gloomy;depressing
n1,写し,うつし,copy;duplicate;facsimile;transcript
n1,空ろ,うつろ,blank;cavity;hollow;empty (space)
n1,器,うつわ,bowl;vessel;container
n1,雨天,うてん,rainy weather
n1,腕前,うでまえ,ability;skill;facility
n1,饂飩,うどん,noodles (Japanese)
n1,促す,うながす,to urge;to press;to suggest;to demand;to stimulate;to quicken;to incite;to invite (attention to)
n1,唸る,うなる,to groan;to moan;to roar;to howl;to growl;to hum;to buzz;to sough
n1,自惚れ,うぬぼれ,pretension;conceit;hubris
n1,甘い,うまい,delicious
n1,生まれつき,うまれつき,by nature;by birth;native
n1,海路,うみじ,sea route
n1,産む,うむ,to give birth;to deliver;to produce
n1,埋め込む,うめこむ,to bury
n1,梅干,うめぼし,dried plum
n1,末,うら,top end;tip
n1,裏返し,うらがえし,inside out;upside down
n1,売り出し,うりだし,(bargain) sale
n1,売り出す,うりだす,to put on sale;to market;to become popular
n1,潤う,うるおう,to be moist;to be damp;to get wet;to profit by;to be watered;to receive benefits;to favor;to charm;t
n1,五月蝿い,うるさい,noisy;loud;fussy
n1,売れ行き,うれゆき,sales
n1,浮気,うわき,flighty;fickle;wanton;unfaithful
n1,上手,うわて,1. upper part;upper stream;left side (of a stage);2. skillful (only in comparisons);dexterity (on
n1,上回る,うわまわる,to exceed
n1,植わる,うわる,to be planted
n1,運営,うんえい,management;administration;operation
n1,,うんざり,tedious;boring;being fed up with
n1,運送,うんそう,shipping;marine transportation
n1,運賃,うんちん,freight rates;shipping expenses;fare
n1,云々,うんぬん,and so on;and so forth;comment
n1,運搬,うんぱん,transport;carriage
n1,運命,うんめい,fate
n1,運輸,うんゆ,transportation
n1,運用,うんよう,making use of;application;investment;practical use
n1,会,え,understanding
n1,重,え,-fold;-ply
n1,,えい,ray (fish)
n1,映写,えいしゃ,projection
n1,英字,えいじ,English letter (character)
n1,衛生,えいせい,health;hygiene;sanitation;medical
n1,映像,えいぞう,reflection;image
n1,英雄,えいゆう,hero;great man
n1,液,えき,liquid;fluid
n1,役,えき,war;campaign;battle
n1,閲覧,えつらん,inspection;reading
n1,獲物,えもの,game;spoils;trophy
n1,襟,えり,neck;collar;lapel;neckband
n1,縁,えん,chance;fate;destiny;relation;bonds;connection;karma
n1,塩,えん,salt
n1,艶,えん,charming;fascinating;voluptuous
n1,園,えん,garden (esp. man-made)
n1,円滑,えんかつ,harmony;smoothness
n1,縁側,えんがわ,veranda;porch;balcony;open corridor
n1,沿岸,えんがん,coast;shore
n1,婉曲,えんきょく,euphemistic;circumlocution;roundabout;indirect;insinuating
n1,演習,えんしゅう,practice;exercises;manoeuvers
n1,演出,えんしゅつ,production (e.g. play);direction
n1,演じる,えんじる,to perform (a play);to play (a part);to act (a part);to commit (a blunder)
n1,演ずる,えんずる,to perform;to play
n1,沿線,えんせん,along railway line
n1,縁談,えんだん,marriage proposal;engagement
n1,遠方,えんぽう,long way;distant place
n1,円満,えんまん,perfection;harmony;peace;smoothness;completeness;satisfaction;integrity
n1,尾,お,tail;ridge
n1,於,お,at;in;on
n1,甥,おい,nephew
n1,追い込む,おいこむ,to herd;to corner;to drive
n1,美味しい,おいしい,delicious;tasty
n1,追い出す,おいだす,to expel;to drive out
n1,於いて,おいて,at;in;on
n1,お出でになる,おいでになる,to be
n1,老いる,おいる,to age;to grow old
n1,負う,おう,to bear;to owe
n1,応急,おうきゅう,emergency
n1,黄金,おうごん,gold
n1,黄色,おうしょく,yellow
n1,応募,おうぼ,subscription;application
n1,,おおい,hey!
n1,大方,おおかた,perhaps;almost all;majority
n1,大柄,おおがら,large build;large pattern
n1,大げさ,おおげさ,grandiose;exaggerated
n1,大事,おおごと,important;valuable;serious matter
n1,大ざっぱ,おおざっぱ,rough (as in not precise);broad;sketchy
n1,大筋,おおすじ,outline;summary
n1,大空,おおぞら,heaven;firmament;the sky
n1,大幅,おおはば,full width;large scale;drastic
n1,大水,おおみず,flood
n1,公,おおやけ,official;public;formal;open;governmental
n1,お蔭,おかげ,(your) backing;assistance
n1,お蔭様で,おかげさまで,Thanks to god;thanks to you
n1,可笑しい,おかしい,strange;funny;amusing;ridiculous
n1,犯す,おかす,to commit;to perpetrate;to violate;to rape
n1,侵す,おかす,to invade;to raid;to trespass;to violate;to intrude on
n1,お菜,おかず,side dish;accompaniment for rice dishes
n1,臆病,おくびょう,cowardice;timidity
n1,遅らす,おくらす,to retard;to delay
n1,遅れ,おくれ,delay;lag
n1,起こす,おこす,to raise;to cause;to wake someone
n1,行い,おこない,deed;conduct;behavior;action;asceticism
n1,厳か,おごそか,austere;majestic;dignified;stately;awful;impressive
n1,傲る,おごる,to be proud
n1,長,おさ,chief;head
n1,押さえる,おさえる,to stop;to restrain;to seize;to repress;to suppress;to press down
n1,お先に,おさきに,before;ahead;previously
n1,収まる,おさまる,to be obtained;to end;to settle into;to fit into;to be settled;to be paid;to be delivered
n1,納まる,おさまる,to be obtained;to end;to settle into;to fit into;to be settled;to be paid;to be delivered
n1,治まる,おさまる,to be at peace;to clamp down;to lessen (storm terror anger)
n1,お産,おさん,(giving) birth
n1,教え,おしえ,teachings;precept;lesson;doctrine
n1,押し込む,おしこむ,to push into;to crowd into
n1,惜しむ,おしむ,to be frugal;to value;to regret
n1,お喋り,おしゃべり,chattering;talk;idle talk;chat;chitchat;gossip;chatty;talkative;chatterbox;blabbermouth
n1,お洒落,おしゃれ,smartly dressed;someone smartly dressed;fashion-conscious
n1,押し寄せる,おしよせる,to push aside;to advance on
n1,お祖父さん,おじいさん,grandfather;male senior-citizen
n1,お邪魔します,おじゃまします,Excuse me for disturbing (interrupting) you
n1,雄,おす,male (animal)
n1,お世辞,おせじ,flattery;compliment
